Locus	Annotation (TAIR10)	Mapman Category	GO term biological process	Mean Day 0 MD	Mean Day 0 MN	Mean Day 4 MD	Mean Day 4 MN	Mean Day 9 MD	Mean Day 9 MN	Mean Day 12 MD	Mean Day 12 MN	Mean Day 2rek MD	Mean Day 2rek MN
AT1G69740	Aldolase superfamily protein	tetrapyrrole synthesis	tetrapyrrole biosynthetic process; chlorophyll biosynthetic process; pentose-phosphate shunt; rRNA processing; porphyrin-containing compound biosynthetic process	372	231.33	434	285.67	573	238.33	577.33	277.67	380.33	269
AT1G44446	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain	tetrapyrrole synthesis	oxidation-reduction process; chlorophyll biosynthetic process; aromatic amino acid family biosynthetic process; positive regulation of transcription. DNA-dependent; cysteine biosynthetic process; leaf morphogenesis; cell differentiation	390	12	444	16.33	217	12	162	15.67	312	5
AT1G03475	Coproporphyrinogen III oxidase	tetrapyrrole synthesis	leaf morphogenesis; rRNA processing; chlorophyll biosynthetic process; positive regulation of transcription. DNA-dependent; tetrapyrrole biosynthetic process; methylglyoxal catabolic process to D-lactate; cysteine biosynthetic process; aromatic amino acid family biosynthetic process; cell differentiation; response to cytokinin stimulus	272.33	134.33	303	203.33	280	155.33	216.33	126.33	247.33	118.33
AT2G30390	ferrochelatase 2	tetrapyrrole synthesis	carotenoid biosynthetic process; maltose metabolic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; positive regulation of catalytic activity; heme biosynthetic process; methylglyoxal catabolic process to D-lactate; glucosinolate metabolic process; pentose-phosphate shunt; starch biosynthetic process	184	233	184.67	227.67	365	219.67	393.33	211.67	230	257
AT1G09940	Glutamyl-tRNA reductase family protein	tetrapyrrole synthesis	tetrapyrrole biosynthetic process; heme biosynthetic process; response to oxidative stress; defense response by callose deposition; porphyrin-containing compound biosynthetic process; response to chitin; response to wounding; oxidation-reduction process	830	196	893	275.67	264.67	163.33	130.33	230.67	541.67	145.33
AT3G48730	glutamate-1-semialdehyde 2.1-aminomutase 2	tetrapyrrole synthesis	cysteine biosynthetic process; pentose-phosphate shunt; protein targeting to chloroplast; aromatic amino acid family biosynthetic process; rRNA processing; tetrapyrrole biosynthetic process; chlorophyll biosynthetic process; porphyrin-containing compound biosynthetic process; leaf morphogenesis; cell differentiation; positive regulation of transcription. DNA-dependent	1342	469.33	1363.33	589.33	920.67	722.33	685	577.67	746.67	497.67
AT5G13630	magnesium-chelatase subunit chlH. chloroplast. putative / Mg-protoporphyrin IX chelatase. putative (CHLH)	tetrapyrrole synthesis	chlorophyll biosynthetic process; photosynthesis. light reaction; biosynthetic process	3164.67	469.67	3285.33	474	1061.67	322.33	752.67	290.33	2179.33	275.67
AT4G18480	P-loop containing nucleoside triphosphate hydrolases superfamily protein	tetrapyrrole synthesis	isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; rRNA processing; phosphatidylglycerol biosynthetic process; stomatal complex morphogenesis; carotenoid biosynthetic process; chlorophyll biosynthetic process; glucosinolate biosynthetic process; unsaturated fatty acid biosynthetic process; response to cytokinin stimulus	943	477.67	952	639.33	608.33	441	513	476.33	684.67	349.33
AT1G08520	ALBINA 1	tetrapyrrole synthesis	chlorophyll biosynthetic process; cytokinin metabolic process; photosynthesis; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway	501.33	467.67	539.67	589.33	290.67	416.33	265.67	445.33	427.33	525
AT4G25080	magnesium-protoporphyrin IX methyltransferase	tetrapyrrole synthesis	chlorophyll biosynthetic process; photosynthesis; rRNA processing; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; protein autophosphorylation; regulation of proton transport	317.67	159	349	212.67	258.67	256	213	220.33	238.33	180.33
AT3G56940	dicarboxylate diiron protein. putative (Crd1)	tetrapyrrole synthesis	unsaturated fatty acid biosynthetic process; response to light stimulus; chlorophyll metabolic process; oxylipin biosynthetic process; chlorophyll biosynthetic process; chloroplast organization; cysteine biosynthetic process; photosystem II assembly; rRNA processing; plastid organization; thylakoid membrane organization; regulation of tetrapyrrole metabolic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; regulation of lipid metabolic process	4253	598.67	4303.33	860	2523.33	396.67	1726	478.67	3439.33	482.67
AT5G08280	hydroxymethylbilane synthase	tetrapyrrole synthesis	porphyrin-containing compound biosynthetic process; rRNA processing; chlorophyll biosynthetic process; response to cold; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; peptidyl-pyrromethane cofactor linkage; aromatic amino acid family biosynthetic process; cysteine biosynthetic process; defense response to bacterium; positive regulation of transcription. DNA-dependent; salicylic acid biosynthetic process; photosynthesis. light reaction; tetrapyrrole biosynthetic process; ubiquinone biosynthetic process; cell differentiation; defense response. incompatible interaction; pentose-phosphate shunt; leaf morphogenesis	355.33	205	349	256	347	466.67	305	457	208	254.67
AT1G03630	protochlorophyllide oxidoreductase C	tetrapyrrole synthesis	carotenoid biosynthetic process; rRNA processing; plastid organization; pentose-phosphate shunt; cysteine biosynthetic process; glucosinolate biosynthetic process; positive regulation of transcription. DNA-dependent; cell differentiation; metabolic process; unsaturated fatty acid biosynthetic process; maltose metabolic process; chloroplast relocation; photosystem II assembly; thylakoid membrane organization; polysaccharide catabolic process; glucosinolate metabolic process; starch metabolic process; response to red light; response to far red light; phosphatidylglycerol biosynthetic process; chlorophyll biosynthetic process; aromatic amino acid family biosynthetic process; response to blue light; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; leaf morphogenesis; ncRNA metabolic process; oxidation-reduction process; photosynthesis; plant-type cell wall organization; starch biosynthetic process; positive regulation of catalytic activity	1124.67	59.33	1298.33	89	741.33	65.67	458.67	78	797.67	28
AT4G27440	protochlorophyllide oxidoreductase B	tetrapyrrole synthesis	aromatic amino acid family biosynthetic process; cysteine biosynthetic process; starch biosynthetic process; photosynthesis. light reaction; oxidation-reduction process; chlorophyll biosynthetic process; positive regulation of transcription. DNA-dependent; metabolic process; cell differentiation; leaf morphogenesis; response to ethylene stimulus	1017	49.67	1122	78.67	494.33	56	321.67	79.67	673.33	25.33
AT1G17100	SOUL heme-binding family protein	tetrapyrrole synthesis	glucosinolate biosynthetic process; 	263	316.67	256.33	323.67	706	292	522.67	217.33	292	332.67
AT2G40490	Uroporphyrinogen decarboxylase	tetrapyrrole synthesis	chlorophyll biosynthetic process; response to cytokinin stimulus	1359.67	228	1464.33	280	467.33	309.33	240	260	955.33	284.33
AT2G26540	uroporphyrinogen-III synthase family protein	tetrapyrrole synthesis	tetrapyrrole biosynthetic process; uroporphyrinogen III biosynthetic process; porphyrin-containing compound biosynthetic process	120.67	180.33	127.67	216.67	192.33	178.67	205.33	176	126	161
AT5G09930	ABC transporter family protein	transport.ABC transporters and multidrug resistance systems		341.67	677	350.67	710.33	607.67	678	510	644.33	351.33	992.33
AT3G59140	multidrug resistance-associated protein 14	transport.ABC transporters and multidrug resistance systems	transport; transmembrane transport	94	271.67	115.33	180.67	105.33	767.67	75	707.33	197.33	632
AT2G47800	multidrug resistance-associated protein 4	transport.ABC transporters and multidrug resistance systems	systemic acquired resistance; response to endoplasmic reticulum stress; drug transmembrane transport; response to nematode; response to wounding; response to water deprivation; stomatal movement; transport; transmembrane transport	181	292.67	240	236	292.33	178.33	368.67	168	439	326.33
AT4G39850	peroxisomal ABC transporter 1	transport.ABC transporters and multidrug resistance systems	fatty acid beta-oxidation; positive regulation of seed germination; proteasomal ubiquitin-dependent protein catabolic process; response to misfolded protein; ubiquinone biosynthetic process; peroxisome organization; toxin catabolic process; fatty-acyl-CoA transport; proteasome core complex assembly	156	262	197	205.67	275.33	245.67	313.67	267.33	214.67	307.33
AT4G31390	Protein kinase superfamily protein	transport.ABC transporters and multidrug resistance systems	response to photooxidative stress; chlorophyll catabolic process	115.67	373.67	108.67	275.67	99	317.67	87.67	281.67	146.67	441
AT2G36910	ATP binding cassette subfamily B1	transport.ABC transporters and multidrug resistance systems	photomorphogenesis; basipetal auxin transport; stamen development; positive gravitropism; vernalization response; regulation of cell size; auxin polar transport; auxin efflux; vegetative to reproductive phase transition of meristem; response to auxin stimulus; trichome morphogenesis; response to blue light; ATP catabolic process; transmembrane transport; response to nematode; root hair cell differentiation; cell adhesion; acropetal auxin transport; response to red or far red light; cell wall organization; anthocyanin accumulation in tissues in response to UV light; root development; carpel development; actin nucleation; embryo development ending in seed dormancy	93.33	318	108	319	130.33	227	124	201.67	132	467.33
AT2G26910	pleiotropic drug resistance 4	transport.ABC transporters and multidrug resistance systems	drug transmembrane transport; cuticle development	147.67	457	190	386.33	54.33	52.33	37.33	32	167.67	336
AT1G30400	multidrug resistance-associated protein 1	transport.ABC transporters and multidrug resistance systems	response to arsenic-containing substance; toxin catabolic process; arsenite transport	98.33	192.67	143.33	177.33	126.33	210.33	146.33	226.33	158.67	350.33
AT3G30390	Transmembrane amino acid transporter family protein	transport.amino acids	amino acid transport	55	383	54.67	262	96	489	124.67	454.67	108.67	324.67
AT1G58030	cationic amino acid transporter 2	transport.amino acids	fatty acid beta-oxidation; photoperiodism. flowering; protein import into peroxisome matrix; amino acid transmembrane transport; transmembrane transport; transport	59.33	216.67	76.67	177.33	199.67	330	220	360.33	119	267.67
AT1G15690	Inorganic H pyrophosphatase family protein	transport.H+ transporting pyrophosphatase	auxin polar transport; leaf development; proton transport; response to water deprivation; response to salt stress; establishment or maintenance of transmembrane electrochemical gradient	1084.67	593.33	1292.67	614	490.67	404.33	385.33	468.67	1096.33	751.33
AT4G23400	plasma membrane intrinsic protein 1;5	transport.Major Intrinsic Proteins.PIP	transmembrane transport; glycolysis; response to salt stress; water transport; response to cadmium ion; hyperosmotic response; transport; response to temperature stimulus; Golgi organization; response to fructose stimulus	926.33	1946.33	1053	1368.67	808	836	801.33	816.67	1030	1082.67
AT1G01620	plasma membrane intrinsic protein 1C	transport.Major Intrinsic Proteins.PIP	transport; water transport; response to water deprivation; acetyl-CoA metabolic process; response to salt stress; cellular response to iron ion starvation; sterol biosynthetic process; iron ion transport; transmembrane transport; brassinosteroid biosynthetic process	1015.33	1542.67	1135	1195	673.67	707.67	628	705.67	1015	1009.67
AT2G45960	plasma membrane intrinsic protein 1B	transport.Major Intrinsic Proteins.PIP	response to salt stress; response to temperature stimulus; water transport; regulation of protein localization; glycolysis; Golgi organization; transport; hyperosmotic response; transmembrane transport; response to cadmium ion; carbon dioxide transport; response to water deprivation	257.67	531.67	304.33	406.33	273.67	306	280.67	334	291.33	364.67
